Village,risque_moyen_2026,risque_max_2026,mois_pic_2026,Province,Détection tardive,Animal non attaché,Source d'eau contaminée,Infection non isolée
TOULO | GABRI-NGOLO | LAI,0.0034242456613797424,0.005985139349082161,2026-07,Tandjile,0.2857142857142857,0.5714285714285714,0.14285714285714285,0.42857142857142855
WALY | AMDJOUDOUL | AM TIMAN,0.0034175731659683885,0.004487804111398863,2026-07,SLM,1.0,1.0,0.0,1.0
TCHAKOBDRA 2 | TAMIO | BERE,0.0034175731659683885,0.004487804111398863,2026-07,Tandjile,0.0,1.0,1.0,1.0
NDOUBAMANIE | LAI | LAI,0.003412216249467003,0.005677166142057316,2026-07,Tandjile,0.0,0.0,0.0,0.0
MANGUEIGNE | MANGUEIGNE | HARAZE,0.0034064135596363256,0.005154435964261848,2026-07,SLM,0.0,1.0,0.5,0.5
MOLORI 2 | BANDA | SARH,0.003384075693471516,0.005309900235387118,2026-07,MC,0.0,0.0,0.8571428571428571,0.8571428571428571
ZIGUI MARBA | ZIGUI MARBA | KOYOM,0.0033812366885987238,0.005836922103526249,2026-07,MKE,1.0,1.0,1.0,1.0
MASSEDE | BOUROU EVANGELIQUE | BEBALEM,0.0033778448130646695,0.004678745844278677,2026-07,LOC,0.0,0.8,0.0,0.0
DANAMADJI | NANGUIGOTO | GUELENDENG,0.003374841531899785,0.0055123761319575745,2026-07,MKE,0.0,1.0,0.5,0.5
KOUNDOUL 2 | KOUNDOUL | MANDELIA,0.003364098598744996,0.0061445202180532635,2026-08,CB,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333
MAYAMI | BAMBARA | DANAMADJI,0.003348870662090969,0.004891769295919465,2026-07,MC,0.0,1.0,0.0,1.0
SAWATA | GUELENDENG 1 | GUELENDENG,0.003347898577273522,0.005820907815950534,2026-06,MKE,0.0,0.0,0.5,0.5
BADARA | BADARA | SARH,0.0033447103456317635,0.00504436862662254,2026-07,MC,0.0,0.6666666666666666,0.0,0.0
TAGBIAN | LAI | LAI,0.0033386577300012015,0.005677166142057316,2026-07,Tandjile,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
SAWA CENTRE | TCHAOUEN | BENOYE,0.003332747209109022,0.004487804111398863,2026-07,LOC,0.0,1.0,0.0,0.0
ZAWIA | EREF | MANGALME,0.0033325794153475177,0.005097266638985143,2026-07,Guera,0.3333333333333333,1.0,0.0,0.0
MBARLET | MBARLET | KOUNO,0.0033219557231087184,0.004423804441825516,2026-07,CB,0.0,1.0,0.0,0.0
MAKAYAM | AL-AFIA | MOULKOU,0.0032963842234999575,0.006185993730441263,2026-06,MKE,0.0,0.0,0.0,1.0
GABA | MBARANGA | BOUSSO,0.0032937363783281273,0.004923840166971908,2026-07,CB,0.6,0.4,0.4,0.4
MAYO 1 | MANDA | BALIMBA,0.003281350186875131,0.004648854058188571,2026-07,MC,0.0,0.0,0.0,0.0
DOBA 2 | BEMOULI | BALIMBA,0.0032711831331079136,0.0052964420702903674,2026-07,MC,0.0,0.5,0.0,0.0
NOMBOH | MAYO | BEDAYA,0.0032711831331079136,0.0052964420702903674,2026-07,MDL,1.0,1.0,0.5,0.5
TCHIBIANG | BIANG | KOLON,0.003265488404028757,0.009664595617882615,2026-08,Tandjile,0.0,1.0,1.0,1.0
MBALET | GABRI-NGOLO | LAI,0.003265371694712849,0.00557805771169771,2026-07,Tandjile,0.0,1.0,0.0,0.0
KOUMABOMBO | BADARA | SARH,0.003262504940941064,0.004873998412516849,2026-07,MC,0.5,0.5,0.5,0.5
BOUDOUGOUR | MOULKOU | MOULKOU,0.0032431308230358286,0.00593831556495862,2026-06,MKE,0.0,1.0,0.0,0.0
MAPLING | AL-AFIA | MOULKOU,0.0032419877553901823,0.005964006317047009,2026-06,MKE,0.0,1.0,0.0,0.0
MOULKOU | MOULKOU | MOULKOU,0.0032341644114073365,0.00593831556495862,2026-06,MKE,0.0,1.0,1.0,1.0
KOUTOUNGOLO | ONOKO | MASSENYA,0.0032301043514118316,0.005382876510341436,2026-06,CB,0.0,0.0,0.0,0.0
BOLOKIRENGUE | MASSA KABA | KYABE,0.003215370107125944,0.00483303516140623,2026-07,MC,0.5,1.0,0.0,0.0
MAGARA 2 | ABBA LIMANE | GUELENDENG,0.0032089243283587323,0.00569861744906027,2026-07,MKE,0.0,0.0,0.0,1.0
MBENGUE-YEMI | TAMIO | BERE,0.0031941871102257988,0.006342033308646147,2026-08,Tandjile,0.0,0.0,0.0,0.0
PAH-KA 1 | TAMIO | BERE,0.0031941871102257988,0.006342033308646147,2026-08,Tandjile,0.25,0.0,0.0,0.25
ONOKO COTON TCHAD | ONOKO | MASSENYA,0.0031877057518879034,0.005603647124731966,2026-05,CB,0.0,0.0,1.0,1.0
ABONO MOUSSA | ABBA LIMANE | GUELENDENG,0.0031804265287117095,0.005417331144729705,2026-07,MKE,0.0,1.0,0.0,1.0
DJOMDJIRELY | BERE | GUELENDENG,0.0031804265287117095,0.005417331144729705,2026-07,MKE,0.0,1.0,1.0,1.0
BOUMBAYE 2 | TCHAOUEN | BENOYE,0.0031804265287117095,0.005417331144729705,2026-07,LOC,1.0,0.0,1.0,1.0
DJOUMANE | DJOUMANE | BONGOR,0.00317884259219626,0.004680114402694227,2026-07,MKE,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0
SAMEM | MOURAI SARA | BAILLI,0.003177087363290542,0.004660827610576937,2026-07,CB,0.0,0.4,0.2,0.2
MARAKOUYA 2 | MARABE | KYABE,0.0031615505846075906,0.00483303516140623,2026-07,MC,0.5,0.5,0.0,0.0
MBEGUE-LEMA | TAMIO | BERE,0.0031561268191712924,0.005592534904095028,2026-07,Tandjile,0.0,1.0,0.5,0.5
DALOUNA | KALME | BERE,0.003137874743925604,0.006433690653442325,2026-08,Tandjile,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
DIGANGALI | NANGUIGOTO | GUELENDENG,0.003135682565681004,0.00454478246985852,2026-07,MKE,0.5,0.75,0.25,0.25
MANDJALA | BAILLI 1 | BAILLI,0.0031221403887089203,0.00643024738198612,2026-06,CB,0.0,0.5,0.0,0.0
AMBASSA 2 | GRINGA | KOLON,0.003115209437745853,0.005943306923851272,2026-08,Tandjile,0.0,0.3333333333333333,0.0,0.3333333333333333
DANGABO | BOUGOUMENE | MANDELIA,0.0030989058929235323,0.005248477028483559,2026-06,CB,0.0,0.5,0.5,0.5
AVOURQUI | MOGROM | GUELENDENG,0.0030989058929235323,0.005248477028483559,2026-06,MKE,0.0,0.0,0.0,0.0
MOGROM BIAO | MOGROM | GUELENDENG,0.0030989058929235323,0.005248477028483559,2026-06,MKE,0.0,0.0,0.0,0.0
ODMELIE | ONOKO | MASSENYA,0.003098399057650057,0.005382876510341436,2026-06,CB,0.0,1.0,0.0,0.0
MAILAO | MAILAO | MANDELIA,0.003094390134425261,0.005365247797304118,2026-08,CB,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.6666666666666666
MITCHER | MBARANGA | BOUSSO,0.0030929111656852817,0.004513329333332564,2026-07,CB,0.0,0.5,0.0,0.0
CONGO SARA | MAIBO | SARH,0.0030854888009709397,0.005095645464185013,2026-07,MC,0.5,0.5,0.5,0.5
BIANG | BIANG | KOLON,0.0030846666009750356,0.0064332154610015615,2026-08,Tandjile,0.0,1.0,0.0,1.0
DOBA | DOBA | DOBA,0.00308177280500921,0.004354423512778372,2026-07,LOGONE ORIENTAL,0.0,0.0,0.0,1.0
MEDE 2 | MEDE | MANDELIA,0.003066143189687816,0.0052695963424481875,2026-08,CB,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333
TABA 1 | LAI | LAI,0.003063186635876066,0.005883378138051267,2026-08,Tandjile,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333
AMIYOUM | ONOKO | MASSENYA,0.0030486185359354253,0.005225493029584112,2026-06,CB,0.0,0.0,0.0,0.0
MBARANGA | MBARANGA | BOUSSO,0.003043669708033154,0.005393059926770644,2026-07,CB,0.0,1.0,0.0,0.0
BANI | BENDELE | BERE,0.003043669708033154,0.005393059926770644,2026-07,Tandjile,1.0,1.0,1.0,1.0
DOUGOUM DOUGOUM | SAYA | BAILLI,0.003043669708033154,0.005393059926770644,2026-07,CB,0.0,1.0,0.0,0.0
BOUGOUMARI | BOUGOURMARI | MASSENYA,0.003039414201512134,0.005287792528763928,2026-06,CB,0.0,1.0,0.5,0.5
LOUMIA CENTRE | LOUMIA | MANDELIA,0.003037250874146446,0.004668291417263623,2026-07,CB,0.0,0.5,0.0,0.0
DAMAKARA MARBA | BOGOMORO | BAILLI,0.0030267175196817034,0.004652082361483645,2026-07,CB,0.0,0.6,0.0,0.2
BODOGOL 1 | BODOGOL | GAM,0.003021688944737096,0.004583380599448848,2026-07,MKE,0.0,1.0,0.0,0.0
NGARA PADJA ORBE (GOULAYE) | BAILLI 2 | BAILLI,0.0030145440432360823,0.004923535706088552,2026-06,CB,0.0,1.0,0.0,0.0
BISDANDI | BOUGAIRE | BONGOR,0.0030145440432360823,0.004923535706088552,2026-06,MKE,0.0,1.0,0.0,0.0
YAMLHOKA1 | YAMLHOKA | FIANGA,0.0030145440432360823,0.004923535706088552,2026-06,MKE,0.0,0.0,1.0,1.0
NGUIRIRI 1 | BAMBARA | DANAMADJI,0.0030100736549373455,0.005237635823607532,2026-07,MC,0.0,1.0,0.0,0.0
DABGUE NGOLO1 | NERGUE GOUDJOUBA | BERE,0.0030100736549373455,0.005237635823607532,2026-07,Tandjile,0.0,1.0,1.0,1.0
MOLORI 1 | BANDA | SARH,0.0030100736549373455,0.005237635823607532,2026-07,MC,0.0,0.0,1.0,1.0
GUESSA DILIMDI 2 | TAMIO | BERE,0.0030100736549373455,0.005237635823607532,2026-07,Tandjile,0.0,1.0,0.0,0.0
GASSAOU/NDJOUROU | KIAO | BOUSSO,0.0030100736549373455,0.005237635823607532,2026-07,CB,0.0,1.0,0.0,0.0
MANDJOUNGA | MAYO 1 | BIOBE,0.0030100736549373455,0.005237635823607532,2026-07,MC,0.0,0.0,1.0,1.0
DJOUN | LAI | LAI,0.0030100736549373455,0.005237635823607532,2026-07,Tandjile,0.0,1.0,0.0,0.0
BOUDANASSA BAO | GUELENDENG 3 | GUELENDENG,0.0030041989066138253,0.004906662285993649,2026-06,MKE,0.0,1.0,1.0,1.0
BOUNDJOUL | ONOKO | MASSENYA,0.0030041989066138253,0.004906662285993649,2026-06,CB,0.0,1.0,0.0,0.0
NDJAHA 1 | MARABE | KYABE,0.0030041989066138253,0.004906662285993649,2026-06,MC,0.0,1.0,0.0,0.0
DIGANALI | NANGUIGOTO | GUELENDENG,0.0030021847183472825,0.004652082361483645,2026-07,MKE,0.0,0.0,0.0,0.0
ROLTANG | MOURAI SARA | BAILLI,0.002996884203352344,0.004524909630591126,2026-07,CB,0.5,0.5,0.0,0.0
AMBASS TELI | GRINGA | KOLON,0.0029777518469125777,0.0053251329809767154,2026-08,Tandjile,0.0,0.0,0.0,1.0
SILIA | SILIA | GAM,0.0029771826698346336,0.005128425196379095,2026-06,MKE,0.0,1.0,0.0,1.0
BOYE | KELENGUE | BAILLI,0.0029751909715388936,0.004652082361483645,2026-07,CB,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
KELENGUE | KELENGUE | BAILLI,0.0029751909715388936,0.004652082361483645,2026-07,CB,0.25,0.0,0.0,0.25
BERE VILLE | BERE | GUELENDENG,0.002951262460471324,0.0043850654798750265,2026-07,MKE,0.6,0.2,0.0,0.0
DIGUINI | NANGUIGOTO | GUELENDENG,0.002951262460471324,0.0043850654798750265,2026-07,MKE,0.2,0.2,0.0,0.2
LOBOBO | BERE | GUELENDENG,0.002951262460471324,0.0043850654798750265,2026-07,MKE,0.2,0.6,0.2,0.6
DONANGRA | KIAGOR | BEBALEM,0.002947720756569947,0.0076147684284162106,2026-08,LOC,0.0,1.0,0.0,1.0
BRAGOTO 1 | BANDA | SARH,0.0029469357759582975,0.004493994151727604,2026-07,MC,0.0,0.0,0.0,0.0
MAIBA | BADARA | SARH,0.0029440234595927094,0.004916373611094118,2026-07,MC,1.0,1.0,1.0,1.0
DOYABA | KEMDERE | SARH,0.0029356646926661776,0.0048985137848095274,2026-07,MC,0.5,0.0,0.5,0.5
RENI | BALMANI | BEDAYA,0.0029299796046236178,0.00456304905639547,2026-07,MDL,0.0,0.0,0.0,0.0
DJANGTA MARBA | BAILLI 1 | BAILLI,0.0029264192914428768,0.004524909630591126,2026-07,CB,0.5,0.5,0.5,0.5
SAYA 1 | SAYA | BAILLI,0.002925314833656581,0.00435217907423351,2026-07,CB,0.0,1.0,0.0,1.0
SOUMRAYE | LAI | LAI,0.002924960251789437,0.007968700833887194,2026-08,Tandjile,1.0,0.0,0.0,1.0
LOUTOU | DIAO | GUELENDENG,0.0029211485891405126,0.004582959294229606,2026-07,MKE,0.0,1.0,1.0,1.0
GOUSSOU | MITAU | GUELENDENG,0.0029139380103514714,0.00484733299043508,2026-06,MKE,0.0,0.0,1.0,1.0
TOGO-TOGO | SANANG | GUELENDENG,0.0029089823903626073,0.005136025629473171,2026-06,MKE,0.0,0.0,0.0,0.0
GOREE | MOGROM | GUELENDENG,0.00290635219337766,0.005248477028483559,2026-06,MKE,0.0,0.0,0.0,0.0
BOUGOUMARI | ONOKO | MASSENYA,0.002903769223887546,0.004877731441175576,2026-06,CB,0.0,0.0,0.0,0.0
YAMLHOKA 2 | YAMLHOKA | FIANGA,0.0028958337995444055,0.005255194181529659,2026-06,MKE,0.0,1.0,0.0,0.0
MAIMARA | MAIMANA | DANAMADJI,0.0028958337995444055,0.005255194181529659,2026-06,MC,0.0,1.0,0.0,1.0
NGAMDI | YAMLHOKA | FIANGA,0.0028958337995444055,0.005255194181529659,2026-06,MKE,0.0,1.0,0.0,0.0
BIDIWINE | SANANG | GUELENDENG,0.0028958337995444055,0.005255194181529659,2026-06,MKE,1.0,0.0,1.0,1.0
TANDO | BALIMBA | BALIMBA,0.0028932383162739166,0.004595012675590983,2026-07,MC,0.0,1.0,0.0,0.0
MEDEGUE MOUSGOUM | GUELENDENG 1 | GUELENDENG,0.002892551401971155,0.00764717326761721,2026-06,MKE,0.0,1.0,0.0,0.0
ETENA 1 | KOUNDOUL | MANDELIA,0.0028905326418312786,0.00542311081852131,2026-08,CB,0.0,0.0,0.0,0.5
AMBASS TCHINDA 1 | GRINGA | KOLON,0.002887594816056265,0.005019679646351675,2026-08,Tandjile,1.0,0.0,0.0,1.0
MOURAYE | BOUGOUMENE DOURBALI | DOURBALI,0.002876223178523612,0.004420828491460265,2026-07,CB,0.0,1.0,0.0,0.0
MADEDE | MBARLET | KOUNO,0.002876223178523612,0.004420828491460265,2026-07,CB,0.5,0.0,0.5,0.5
DJOBARZOU | GRINGA | KOLON,0.0028757497310642993,0.004979545037017184,2026-08,Tandjile,0.0,0.0,0.0,0.0
MOULFONG 1 | GUELENDENG 2 | GUELENDENG,0.0028697421839361937,0.005012116816267858,2026-06,MKE,0.0,1.0,1.0,1.0
GER | KOUNO | KOUNO,0.002868010471260809,0.004505389882345,2026-07,CB,0.5,0.5,0.5,0.5
BOGOUROUM | BOUGOURMARI | MASSENYA,0.0028663999432566984,0.00484733299043508,2026-06,CB,0.0,1.0,0.0,0.0
MASDJORE CARCANDJI | DARADJA | BAILLI,0.0028663999432566984,0.00484733299043508,2026-06,CB,0.0,1.0,1.0,1.0
BEMEUDE | TAMIO | BERE,0.0028591845743921452,0.005838688511957242,2026-08,Tandjile,0.0,0.0,0.0,0.0
GOROGORO | BADARA | SARH,0.0028573743548399922,0.004429906600049707,2026-07,MC,0.0,0.0,0.0,0.0
MOGROM | MOGROM | GUELENDENG,0.002853722812640583,0.006428638008560533,2026-05,MKE,0.0,1.0,0.0,0.0
MANDELIA | MANDELIA | MANDELIA,0.0028535893649405714,0.004778757187739283,2026-08,CB,0.0,1.0,0.0,0.0
TOUGOUN3 | DJOUMANE | KOYOM,0.0028390142408528697,0.006015301434527046,2026-07,MKE,0.0,1.0,0.0,0.0
KOLEMARA BORD | BOUGOUMENE | MANDELIA,0.0028287986314727517,0.005049351957422302,2026-08,CB,0.0,0.5,0.5,0.5
BOUGOUMENE | BOUGOUMENE | MANDELIA,0.0028287986314727517,0.005049351957422302,2026-08,CB,0.0,0.0,0.0,0.5
MAIBESSE | MANDA | BALIMBA,0.0028284697840425615,0.004595012675590983,2026-07,MC,1.0,0.0,0.0,1.0
TOUDJON 1 | TAMIO | BERE,0.002827909500819273,0.004609144048188037,2026-07,Tandjile,0.0,1.0,1.0,1.0
BIDAKARA | BOUROU EVANGELIQUE | BENOYE,0.0028240396855748833,0.0044600289549965805,2026-07,LOC,0.0,1.0,0.0,0.0
LAKI | GUELENDENG 2 | GUELENDENG,0.002823571739303197,0.004832049732804161,2026-06,MKE,0.0,0.0,0.0,0.0
BOUDANASSA MASSA | BERE | GUELENDENG,0.002823571739303197,0.004832049732804161,2026-06,MKE,0.0,0.0,0.0,0.0
BOUDANASSA SARA | GUELENDENG 3 | GUELENDENG,0.002823571739303197,0.004832049732804161,2026-06,MKE,0.0,0.0,0.0,0.0
DJOURDANE | SANANG | GUELENDENG,0.002823571739303197,0.004832049732804161,2026-06,MKE,0.0,1.0,0.0,0.0
MAGARA 1 | ABBA LIMANE | GUELENDENG,0.002823032513599633,0.004711338129804489,2026-06,MKE,0.0,0.0,1.0,1.0
TCHADAM | KALME | BERE,0.0028084209181356216,0.0057974971306304236,2026-08,Tandjile,1.0,0.0,1.0,1.0
KARKAGNE | IDBO | MANGALME,0.0028046796285369244,0.004291172912024433,2026-07,Guera,0.0,0.0,0.0,0.0
BOUNGOLTI | MBARANGA | BOUSSO,0.002803001790031543,0.004439983508745552,2026-07,CB,0.5,0.5,0.5,0.5
LOUKOU HISSEINI | BOUGOUMENE DOURBALI | DOURBALI,0.0027982068984589866,0.004877731441175576,2026-06,CB,0.0,1.0,0.0,0.0
LOUKOUHISSEINI | BOUGOUMENE DOURBALI | DOURBALI,0.0027982068984589866,0.004877731441175576,2026-06,CB,0.0,0.0,0.0,0.0
KOYOM | KOYOM | BONGOR,0.0027914294827038975,0.004693821322890377,2026-08,MKE,0.0,0.0,0.0,0.0
GAMBA | MAILAO | MANDELIA,0.00278684168582577,0.0065432709544347035,2026-07,CB,0.0,1.0,0.0,0.0
MAGAO 1 | MAGAO | BILIAM-OURSI,0.0027764772168749237,0.0056304834209637425,2026-08,MKE,0.0,1.0,0.0,0.0
GARDOLET | ORDRE DE MALTE | 9E ARRONDISSEMENT,0.0027764772168749237,0.0056304834209637425,2026-08,NDJ,0.0,1.0,0.0,0.0
AVRAYA | ABBA LIMANE | GUELENDENG,0.0027764772168749237,0.0056304834209637425,2026-08,MKE,1.0,1.0,1.0,1.0
NGABGOTO | KEMATA | SARH,0.0027764772168749237,0.0056304834209637425,2026-08,MC,0.0,1.0,0.0,0.0
BAINGARA | MBARANGA | BOUSSO,0.0027756982391064842,0.005119863466399722,2026-08,CB,1.0,1.0,1.0,1.0
BRAWANDJI 2 | MOGROM | GUELENDENG,0.0027715984619126714,0.005290022598632142,2026-08,MKE,0.0,0.0,0.0,0.3333333333333333
MOURAYE | ONOKO | MASSENYA,0.0027688819762956424,0.004746649208166117,2026-06,CB,0.0,0.0,0.0,0.0
DANDAR | BOUGOUMENE | MANDELIA,0.0027639906576606174,0.0042222763546185295,2026-07,CB,0.0,0.5,0.0,0.5
TOMBALBAYE | BANDA QUARTIER | SARH,0.0027507332616513876,0.004368988602391086,2026-07,MC,0.0,0.0,1.0,1.0
BEDJO | BALIMBA | BALIMBA,0.0027507332616513876,0.004368988602391086,2026-07,MC,0.0,0.0,0.0,0.0
BEDOUMA 1 | BALIMBA | BALIMBA,0.0027507332616513876,0.004368988602391086,2026-07,MC,0.0,0.0,0.0,1.0
DJOUMAR | BOUGOURMARI | MASSENYA,0.0027502859243720666,0.005764806821021718,2026-08,CB,0.0,1.0,1.0,1.0
KEMKABA | MOUSSAFOYO | DANAMADJI,0.0027502859243720666,0.005764806821021718,2026-08,MC,0.0,1.0,0.0,0.0
GOUDI | KOLONG | FIANGA,0.0027502859243720666,0.005764806821021718,2026-08,MKE,0.0,1.0,0.0,0.0
KOBE | ADESCU | 9E ARRONDISSEMENT,0.002750268582361215,0.0043470512180539805,2026-07,NDJ,0.0,1.0,0.5,0.5
TRANGALA CENTRE | LOUMIA | MANDELIA,0.002746971218686943,0.004530252510217235,2026-06,CB,0.0,0.5,0.0,0.0
BELE | BIOBE | BIOBE,0.002745007124513466,0.0057119163048616065,2026-08,MC,0.0,1.0,0.0,0.0
NDILA | KEMDERE | SARH,0.002741563928368953,0.004877731441175576,2026-06,MC,0.0,1.0,0.0,0.0
AWINE GASSAR | KOUNDOUL | MANDELIA,0.002740536647906516,0.0040615196174927665,2026-07,CB,0.0,1.0,1.0,1.0
NGARGUE | BAILLI 1 | BAILLI,0.002740536647906516,0.0040615196174927665,2026-07,CB,1.0,0.0,1.0,1.0
GADIBANG MASSA | GUELENDENG 1 | GUELENDENG,0.002731614876942202,0.004711338129804489,2026-06,MKE,0.0,1.0,0.0,0.0
POTROCK | MOURSAL | BAILLI,0.0027307376303702187,0.0053251329809767154,2026-08,CB,1.0,0.0,1.0,1.0
GOLONGA | GRINGA | KOLON,0.0027307376303702187,0.0053251329809767154,2026-08,Tandjile,0.0,0.0,0.0,1.0
KARBOU | GRINGA | KOLON,0.0027307376303702187,0.0053251329809767154,2026-08,Tandjile,0.0,1.0,0.0,1.0
AMBASSA 3 | GRINGA | KOLON,0.0027307376303702187,0.0053251329809767154,2026-08,Tandjile,0.0,1.0,0.0,0.0
KABA SARA | DARADJA | BAILLI,0.0027302630393773505,0.004202707549737485,2026-07,CB,0.0,0.5,1.0,1.0
BOUSSO | BOUSSO | BOUSSO,0.0027131795893169867,0.004557024294344466,2026-04,CB,0.0,1.0,0.0,0.0
SAMINGUE | MOUSSAFOYO | DANAMADJI,0.0027131795893169867,0.004557024294344466,2026-04,MC,1.0,1.0,0.0,1.0
MELPONGO 1 | TAMIO | BERE,0.002712660232495258,0.0056304834209637425,2026-08,Tandjile,0.0,1.0,0.0,0.0
DOTOUMA | BOUROU EVANGELIQUE | BENOYE,0.0027050301944239216,0.00489008866277844,2026-07,LOC,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666
ASTOCK | BAILLI 2 | BAILLI,0.0027028073605215603,0.004043990740209614,2026-07,CB,0.0,0.0,0.0,0.0
BAILLI 2 | BAILLI 2 | BAILLI,0.0027028073605215603,0.004043990740209614,2026-07,CB,0.0,0.0,0.0,0.0
WALIA KORBOL | KORBOL | KORBOL,0.0027028073605215603,0.004043990740209614,2026-07,MC,0.0,1.0,1.0,1.0
BEMADJIAMRA | BAILLI 1 | BAILLI,0.0027028073605215603,0.004043990740209614,2026-07,CB,0.0,0.0,0.0,0.0
DJANGTA SARA | BAILLI 1 | BAILLI,0.0027028073605215603,0.004043990740209614,2026-07,CB,0.0,0.0,0.0,0.0
GOULMOUNE - AFFATA | MAGAO | MOULKOU,0.0027028073605215603,0.004043990740209614,2026-07,MKE,0.0,1.0,0.0,0.0
DJANTA SARA | BAILLI 1 | BAILLI,0.0027028073605215603,0.004043990740209614,2026-07,CB,1.0,0.0,0.0,0.0
DORNOYON | MANDA | BALIMBA,0.002689149650573477,0.004368988602391086,2026-07,MC,0.0,0.0,0.0,0.0
KEMBIDE | MANDA | BALIMBA,0.0026815720281690657,0.004353108575611554,2026-07,MC,0.0,0.0,0.0,0.0
BESME | BESME | KOLON,0.0026754877992509643,0.005492192315311982,2026-08,Tandjile,1.0,1.0,1.0,1.0
MITAU | BERE | GUELENDENG,0.002661677186772195,0.004326096197732136,2026-06,MKE,0.0,0.0,1.0,1.0
NARA NGARDAMARI | KIAO | BOUSSO,0.002652193002861808,0.003901804058390794,2026-07,CB,0.0,0.0,0.0,0.0
MAITAMAN | BEMOULI | BALIMBA,0.002649420180615093,0.003926619623898813,2026-07,MC,0.0,1.0,0.0,0.0
TCHENDJOU | MAILAO | MANDELIA,0.002649420180615093,0.003926619623898813,2026-07,CB,0.0,1.0,0.0,0.0
REPOS | KOUNDOUL | MANDELIA,0.002649420180615093,0.003926619623898813,2026-07,CB,0.0,1.0,0.0,1.0
GARDOLET | BEGOU | SARH,0.002647898473820095,0.004711338129804489,2026-06,MC,0.0,1.0,1.0,1.0
GADABAN | GUELENDENG 1 | GUELENDENG,0.002647898473820095,0.004711338129804489,2026-06,MKE,1.0,0.0,0.0,0.0
BOGOUROUM | ONOKO | MASSENYA,0.002647898473820095,0.004711338129804489,2026-06,CB,0.0,0.0,0.0,0.0
KAKALE BAGUIRMI | GUELENDENG 3 | GUELENDENG,0.0026474315030057794,0.004150999780125782,2026-07,MKE,0.0,1.0,0.0,0.0
GOULAKA | MBARANGA | BOUSSO,0.0026417648201463102,0.003968054803220091,2026-07,CB,0.0,0.0,0.0,0.0
BATIMERA | MASSAMBAGNE | HARAZE,0.0026417648201463102,0.003968054803220091,2026-07,SLM,0.0,1.0,0.0,0.0
SAHABA-MANGUIDA | KYA-NDOPTO | HARAZE,0.0026417648201463102,0.003968054803220091,2026-07,SLM,0.0,1.0,0.0,0.0
NDJAMENA FARRAH | MBARANGA | BOUSSO,0.0026417648201463102,0.003968054803220091,2026-07,CB,0.0,0.0,0.0,0.0
DOLE TOUMACK | MBARANGA | BOUSSO,0.0026417648201463102,0.003968054803220091,2026-07,CB,0.0,0.0,0.0,0.0
BILET | MILTOU | KOUNO,0.0026417648201463102,0.003968054803220091,2026-07,CB,0.0,0.0,0.0,0.0
MODKOURO | MOGO | BOUSSO,0.002629076376505972,0.004043990740209614,2026-07,CB,0.0,0.0,0.0,0.0
MODTOT | MOGO | BOUSSO,0.002629076376505972,0.004043990740209614,2026-07,CB,0.0,0.0,0.0,1.0
DIAMRA | BAILLI 2 | BAILLI,0.002629076376505972,0.004043990740209614,2026-07,CB,0.0,1.0,0.0,0.0
NGARGUE BAGUIRMI | BOUSSO | BOUSSO,0.002629076376505972,0.004043990740209614,2026-07,CB,0.0,0.0,0.0,0.0
NGAMONGO | MOURSAL | BAILLI,0.002629076376505972,0.004043990740209614,2026-07,CB,1.0,0.0,1.0,1.0
MOURSEY MASSA | MOGO | BOUSSO,0.002629076376505972,0.004043990740209614,2026-07,CB,0.0,0.0,0.0,0.0
KABA 4 | GON | BEKOUROU,0.002629076376505972,0.004043990740209614,2026-07,MDL,0.0,1.0,0.0,0.0
PARIS CONGO | MOGO | BOUSSO,0.002629076376505972,0.004043990740209614,2026-07,CB,0.0,0.0,0.0,0.0
NGONBETI | BAILLI 2 | BAILLI,0.002629076376505972,0.004043990740209614,2026-07,CB,1.0,1.0,1.0,1.0
MOUSKOUGOU 1 | LARGANA | GUELENDENG,0.0026256323120893116,0.004098021706050133,2026-07,MKE,0.0,0.5,0.0,0.0
NAHAINA 2 | NAHAINA | BONGOR,0.0026256323120893116,0.004098021706050133,2026-07,MKE,0.0,1.0,0.0,0.0
RAF CENTRE | RAF | MANDELIA,0.0026223240051675522,0.0041157838153891325,2026-07,CB,0.0,0.5,0.0,0.0
LAC TCHAD | BAILLI 2 | BAILLI,0.0026061937857614586,0.003909670668164324,2026-07,CB,0.0,0.0,0.0,0.0
DAHARA SAHARA | MBARANGA | BOUSSO,0.002601664171025415,0.0040615196174927665,2026-07,CB,0.0,0.0,0.0,0.0
DIRITI | BAILLI 2 | BAILLI,0.0026008423452375433,0.004194818262218462,2026-07,CB,0.0,1.0,0.5,0.5
NANGUIGOTO | NANGUIGOTO | GUELENDENG,0.0026008423452375433,0.004194818262218462,2026-07,MKE,1.0,0.0,0.5,1.0
